record _id__id_enregistrement,year__année,month__mois,day__jours,age__âge,forklength__longeur_fourche
13262,2022,5,20,4,39.6
13263,2022,5,20,4,39.7
13264,2022,5,20,4,39.2
13265,2022,5,20,4,38.2
13266,2022,5,21,3,38.4
13267,2022,5,21,4,38.2
13268,2022,5,21,4,39.7
13269,2022,5,21,4,38.4
13270,2022,5,21,4,34.4
13271,2022,5,22,3,39.5
13272,2022,5,22,3,36.4
13273,2022,5,22,4,39.6
13274,2022,5,22,4,39.7
13275,2022,5,22,3,38.5
13276,2022,5,22,4,39.6
13277,2022,6,30,2,28
13278,2022,6,30,2,24.6
13279,2022,6,30,3,32.1
13280,2022,6,30,3,31.4
13281,2022,6,28,3,34
13282,2022,5,21,9,57
13283,2022,5,21,10,70.5
13284,2022,5,21,6,53.9
13285,2022,5,21,4,41.2
13286,2022,5,21,4,40.5
13287,2022,6,24,3,33.6
13288,2022,6,24,3,33.8
13289,2022,5,20,5,45.3
13290,2022,5,20,4,42.5
13291,2022,5,20,4,42.4
13292,2022,5,20,11,71
13293,2022,5,20,4,41.4
13294,2022,5,20,6,46.1
13295,2022,5,20,4,40.7
13296,2022,5,20,4,42.5
13297,2022,5,20,5,45.3
13298,2022,5,20,4,43.5
13299,2022,5,20,4,47.3
13300,2022,5,20,4,39.9
13301,2022,5,20,4,39.5
13302,2022,5,20,4,39.2
13303,2022,5,20,4,39.2
13304,2022,5,20,4,39.6
13305,2022,5,20,4,38.2
13306,2022,5,20,4,42
13307,2022,5,20,9,59.4
13308,2022,5,20,4,43.1
13309,2022,5,20,4,41.1
13310,2022,5,20,5,42.2
13311,2022,5,20,4,42.5
13312,2022,5,20,4,43.4
13313,2022,5,20,10,75
13314,2022,5,20,9,71.4
13315,2022,5,20,4,43
13316,2022,5,19,5,46
13317,2022,5,19,5,43.4
13318,2022,5,19,5,46.5
13319,2022,5,19,9,63
13320,2022,5,19,7,56.4
13321,2022,5,19,9,54.3
13322,2022,5,19,6,49.9
13323,2022,5,19,7,55.6
13324,2022,5,19,8,57.1
13325,2022,5,19,4,43.4
13326,2022,5,19,5,46.2
13327,2022,5,19,9,68.9
13328,2022,5,19,12,73.6
13329,2022,5,21,6,53.1
13330,2022,5,21,7,58.2
13331,2022,5,21,8,60.3
13332,2022,5,21,3,38.4
13333,2022,5,21,4,39.7
13334,2022,5,21,4,38.2
13335,2022,5,21,4,39.4
13336,2022,5,21,4,41.6
13337,2022,5,21,10,70.7
13338,2022,5,21,4,44.7
13339,2022,5,21,9,68.2
13340,2022,5,21,11,76.2
13341,2022,5,21,12,75.5
13342,2022,6,24,3,33.8
13343,2022,6,25,13,79.9
13344,2022,6,26,3,31.4
13345,2022,6,26,3,34
13346,2022,6,26,3,33.5
13347,2022,6,26,3,33.7
13348,2022,6,26,2,29
13349,2022,6,27,3,34.1
13350,2022,6,27,2,25.7
13351,2022,5,19,5,43.3
13352,2022,5,19,5,51.4
13353,2022,5,19,4,45.4
13354,2022,5,19,6,49.4
13355,2022,5,19,6,49.9
13356,2022,5,19,10,69.1
13357,2022,5,19,9,72.4
13358,2022,5,19,6,53
13359,2022,5,19,5,48.2
13360,2022,5,19,6,47.2
13361,2022,5,19,6,54.7
13362,2022,5,19,5,47.9
13363,2022,5,19,4,44.6
13364,2022,5,19,6,49
13365,2022,5,19,6,52.5
13366,2022,5,19,4,47.4
13367,2022,5,19,5,46.6
13368,2022,5,13,4,42.3
13369,2022,5,13,4,48.2
13370,2022,5,13,4,43.9
13371,2022,5,13,5,48
13372,2022,5,13,4,42.7
13373,2022,5,13,5,42.8
13374,2022,5,13,5,46.7
13375,2022,5,13,5,46.4
13376,2022,5,13,4,42.1
13377,2022,5,13,5,46.8
13378,2022,5,13,4,41.5
13379,2022,5,13,5,44.7
13380,2022,5,13,5,46.3
13381,2022,5,13,7,53.8
13382,2022,5,13,5,43.4
13383,2022,5,13,5,51.2
13384,2022,5,13,5,48.9
13385,2022,5,13,5,45.1
13386,2022,5,13,4,41
13387,2022,5,13,5,45.7
13388,2022,5,13,4,43.1
13389,2022,5,13,4,40.3
13390,2022,5,13,6,46.7
13391,2022,5,13,5,50.4
13392,2022,5,13,6,44.6
13393,2022,5,13,4,43.9
13394,2022,5,13,4,43.4
13395,2022,5,13,4,43
13396,2022,5,13,7,49
13397,2022,5,13,4,46.3
13398,2022,5,13,10,57.5
13399,2022,5,13,4,42.3
13400,2022,5,13,5,52
13401,2022,5,13,4,41.6
13402,2022,5,17,12,77
13403,2022,5,17,8,64
13404,2022,5,21,10,65.4
13405,2022,5,21,11,71.3
13406,2022,5,21,6,52.4
13407,2022,5,21,6,54.4
13408,2022,5,20,11,73.4
13409,2022,5,21,13,84.1
13410,2022,5,21,9,70.1
13411,2022,5,21,13,81.1
13412,2022,5,19,5,46.8
13413,2022,5,19,5,49.2
13414,2022,5,19,6,51.8
13415,2022,5,19,11,78.4
13416,2022,5,19,7,47.9
13417,2022,5,19,8,60.3
13418,2022,5,19,15,89.1
13419,2022,5,20,4,43.2
13420,2022,5,20,5,44.5
13421,2022,5,20,4,42.2
13422,2022,5,20,5,44.3
13423,2022,5,20,4,40.9
13424,2022,5,20,5,43.6
13425,2022,5,20,4,45.3
13426,2022,5,20,4,42.2
13427,2022,5,20,4,40
13428,2022,5,20,6,48.7
13429,2022,5,20,4,45.4
13430,2022,5,20,4,40.9
13431,2022,5,19,9,59.4
13432,2022,5,19,11,69.3
13433,2022,5,19,6,57.7
13434,2022,5,19,8,56
13435,2022,5,19,9,59.1
13436,2022,5,19,8,53.2
13437,2022,5,19,6,51.6
13438,2022,5,19,5,45.4
13439,2022,5,19,7,50.9
13440,2022,5,19,5,47.5
13441,2022,5,19,6,51.4
13442,2022,5,19,9,60
13443,2022,5,19,6,49.5
13444,2022,5,19,4,43.4
13445,2022,5,19,7,54.4
13446,2022,5,19,5,44.1
13447,2022,5,19,6,50.4
13448,2022,5,19,4,42.7
13449,2022,5,19,5,48.2
13450,2022,5,19,5,46.7
13451,2022,5,18,7,60.5
13452,2022,5,18,9,59.4
13453,2022,5,18,8,64.4
13454,2022,5,18,9,65.5
13455,2022,5,18,5,43.4
13456,2022,5,18,8,57.7
13457,2022,5,19,6,45.5
13458,2022,5,19,10,73.4
13459,2022,5,19,5,45.2
13460,2022,5,19,7,50.2
13461,2022,5,19,7,55.2
13462,2022,5,19,7,49.7
13463,2022,5,19,5,48.2
13464,2022,5,13,5,43.4
13465,2022,5,12,5,45
13466,2022,5,12,4,42.4
13467,2022,5,12,4,40.5
13468,2022,5,12,5,50.9
13469,2022,5,12,5,48
13470,2022,5,12,5,46.3
13471,2022,5,12,4,42.5
13472,2022,5,12,8,65
13473,2022,5,12,4,39.9
13474,2022,5,12,6,51.3
13475,2022,5,12,4,43.4
13476,2022,5,12,4,40.3
13477,2022,5,12,4,40.8
13478,2022,5,12,4,42
13479,2022,5,12,4,41.6
13480,2022,5,12,6,60.1
13481,2022,5,12,5,51.1
13482,2022,5,12,5,45
13483,2022,5,12,4,43.1
13484,2022,5,12,4,40.6
13485,2022,5,12,4,44
13486,2022,5,12,4,41.8
13487,2022,5,12,6,56.1
13488,2022,5,12,4,42.3
13489,2022,5,12,7,52.5
13490,2022,5,12,4,42.3
13491,2022,5,12,5,44.2
13492,2022,5,12,4,43.8
13493,2022,5,12,6,52.4
13494,2022,5,12,4,42
13495,2022,5,12,4,40.5
13496,2022,5,12,5,44
13497,2022,5,12,4,41.6
13498,2022,5,12,4,43.5
13499,2022,5,12,5,42.5
13500,2022,5,12,6,50
13501,2022,5,12,5,51.4
13502,2022,5,12,4,42.4
13503,2022,5,12,5,46.1
13504,2022,5,12,4,41.6
13505,2022,5,12,4,43.3
13506,2022,5,12,6,50.6
13507,2022,5,12,5,48.7
13508,2022,5,12,5,47.7
13509,2022,5,12,4,42.1
13510,2022,5,12,4,41.5
13511,2022,5,12,6,51.6
13512,2022,5,12,4,43.4
13513,2022,5,12,5,45.6
13514,2022,5,12,4,42.1
13515,2022,5,12,5,47.8
13516,2022,5,12,4,45.1
13517,2022,5,12,8,53.1
13518,2022,5,12,8,53.2
13519,2022,5,12,5,45.5
13520,2022,5,12,4,45
13521,2022,5,12,4,44.1
13522,2022,5,12,6,48.8
13523,2022,5,12,9,65.8
13524,2022,5,12,4,40.4
13525,2022,5,12,5,44.9
13526,2022,5,12,5,46.8
13527,2022,5,12,4,42.5
13528,2022,5,12,9,60.8
13529,2022,5,12,4,42.1
13530,2022,5,12,4,43.2
13531,2022,5,24,5,51
13532,2022,5,24,6,49
13533,2022,5,24,6,53.8
13534,2022,5,24,9,62
13535,2022,5,24,6,58.9
13536,2022,5,24,8,69.5
13537,2022,5,24,8,67.8
13538,2022,5,24,9,65.3
13539,2022,5,24,4,41.1
13540,2022,5,24,5,55
13541,2022,5,24,8,61.2
13542,2022,5,24,6,48.9
13543,2022,5,24,6,52
13544,2022,5,24,9,72.3
13545,2022,5,24,5,52.4
13546,2022,5,24,11,75.4
13547,2022,5,24,7,56.5
13548,2022,5,24,7,54.4
13549,2022,5,24,5,55
13550,2022,5,24,5,46.3
13551,2022,5,24,4,40.8
13552,2022,5,24,7,55.3
13553,2022,5,24,6,58.1
13554,2022,5,24,6,48.8
13555,2022,5,24,6,53.5
13556,2022,5,24,4,41.7
13557,2022,5,24,5,49
13558,2022,5,24,5,48.2
13559,2022,5,24,4,42.5
13560,2022,5,24,7,55.1
13561,2022,5,24,8,66.8
13562,2022,5,24,6,53.1
13563,2022,5,24,6,52.5
13564,2022,5,24,6,50.5
13565,2022,5,24,6,52.1
13566,2022,5,24,5,48.2
13567,2022,5,24,5,45.7
13568,2022,5,24,5,52.1
13569,2022,5,24,4,44
13570,2022,5,24,6,52.4
13571,2022,5,24,4,42
13572,2022,5,24,7,62.5
13573,2022,5,24,6,62.1
13574,2022,5,24,6,65.6
13575,2022,5,24,4,40.2
13576,2022,5,24,6,56.6
13577,2022,5,24,4,40.2
13578,2022,5,25,11,72.1
13579,2022,6,8,3,32.7
13580,2022,6,8,11,75.7
13581,2022,6,9,13,88.4
13582,2022,5,28,8,66.4
13583,2022,5,28,7,60.6
13584,2022,5,28,7,62.4
13585,2022,5,28,12,81.3
13586,2022,5,28,13,84
13587,2022,5,28,9,70.5
13588,2022,5,28,10,71.3
13589,2022,5,28,9,63.7
13590,2022,5,28,8,66.2
13591,2022,5,24,8,61
13592,2022,5,24,5,55.5
13593,2022,5,24,6,52.4
13594,2022,5,24,5,50.4
13595,2022,5,24,4,42.3
13596,2022,5,24,4,42
13597,2022,5,24,4,40.2
13598,2022,5,24,8,57.7
13599,2022,5,24,6,46.6
13600,2022,6,9,3,33.6
13601,2022,6,9,10,75.3
13602,2022,6,9,8,59.8
13603,2022,6,11,11,75
13604,2022,5,12,3,34.5
13605,2022,6,12,11,75.5
13606,2022,6,13,3,34.4
13607,2022,6,13,3,33
13608,2022,6,14,3,32.4
13609,2022,6,15,3,34.7
13610,2022,6,17,13,79.8
13611,2022,6,18,14,75.5
13612,2022,6,18,15,76
13613,2022,6,21,8,58.1
13614,2022,6,22,13,77.3
13615,2022,6,23,3,34.7
13616,2022,6,25,3,34
13617,2022,6,27,11,79.9
13618,2022,6,30,2,33.5
13619,2022,6,30,2,22.1
13620,2022,6,30,2,23
13621,2022,5,26,9,70.9
13622,2022,5,26,10,74
13623,2022,5,26,8,64.3
13624,2022,5,26,10,62.3
13625,2022,5,26,10,63.2
13626,2022,5,26,9,63.1
13627,2022,5,26,9,63.2
13628,2022,5,24,8,62
13629,2022,5,24,4,40
13630,2022,5,24,6,47.6
13631,2022,5,24,5,47.6
13632,2022,5,24,6,50.7
13633,2022,5,24,8,54.6
13634,2022,5,24,7,54.9
13635,2022,5,24,5,54.9
13636,2022,5,24,5,46.6
13637,2022,5,24,7,55.8
13638,2022,5,24,5,44.8
13639,2022,5,24,4,43.4
13640,2022,5,24,6,52.1
13641,2022,5,24,4,41
13642,2022,5,24,5,49.4
13643,2022,5,24,7,50.1
13644,2022,5,24,5,45
13645,2022,5,24,5,48.6
13646,2022,5,24,5,50.4
13647,2022,5,24,10,70.9
13648,2022,5,24,8,60.5
13649,2022,5,24,7,52.6
13650,2022,5,24,4,43.1
13651,2022,5,24,5,51.6
13652,2022,5,24,5,43.3
13653,2022,5,24,4,40.7
13654,2022,5,24,5,45.7
13655,2022,5,24,8,54.8
13656,2022,5,24,6,50.3
13657,2022,5,24,4,41
13658,2022,5,24,3,35.7
13659,2022,5,24,4,38.5
13660,2022,5,24,4,39.6
13661,2022,5,24,3,34.1
13662,2022,5,24,4,37
13663,2022,5,24,4,39.8
13664,2022,5,24,3,35.4
13665,2022,5,24,4,40.1
13666,2022,5,26,4,38.2
13667,2022,5,26,4,39.9
13668,2022,5,26,4,38.6
13669,2022,5,26,4,38
13670,2022,5,26,3,37.6
13671,2022,5,26,4,39.1
13672,2022,5,26,4,39.6
13673,2022,5,26,4,39.6
13674,2022,5,26,3,37.3
13675,2022,5,26,3,38.6
13676,2022,5,26,3,35.9
13677,2022,5,26,4,38.2
13678,2022,5,26,3,32.9
13679,2022,5,26,3,36.4
13680,2022,5,26,4,38.2
13681,2022,5,26,3,35.2
13682,2022,5,26,4,39.2
13683,2022,5,26,4,37.2
13684,2022,5,26,4,39.8
13685,2022,5,26,4,36.5
13686,2022,5,26,4,39.5
13687,2022,5,26,3,37.6
13688,2022,5,26,3,34.6
13689,2022,5,26,4,39.8
13690,2022,5,26,4,38.6
13691,2022,5,26,4,38.7
13692,2022,5,26,4,39.4
13693,2022,5,26,4,38.5
13694,2022,5,26,4,39.5
13695,2022,5,26,11,72.2
13696,2022,5,26,9,62.3
13697,2022,5,26,10,73.6
13698,2022,5,26,7,61.8
13699,2022,5,26,10,67.9
13700,2022,5,26,12,76.3
13701,2022,5,26,12,79.2
13702,2022,5,26,9,61.8
13703,2022,5,26,11,78.7
13704,2022,5,26,6,61
13705,2022,5,26,8,61.5
13706,2022,5,26,9,64.5
13707,2022,5,26,8,61.6
13708,2022,5,26,10,69.3
13709,2022,5,26,9,69
13710,2022,5,26,13,86.1
13711,2022,5,26,9,66.6
13712,2022,5,26,9,62.6
13713,2022,5,26,8,60.9
13714,2022,5,26,8,63.7
13715,2022,5,26,7,66.8
13716,2022,5,26,10,72.2
13717,2022,5,26,8,62.7
13718,2022,5,26,9,71.8
13719,2022,5,26,6,60.6
13720,2022,5,26,9,67.9
13721,2022,5,26,10,65.7
13722,2022,5,26,7,62.2
13723,2022,5,26,11,72.8
13724,2022,5,26,7,62.4
13725,2022,5,26,8,66.1
13726,2022,5,26,6,60.9
13727,2022,5,26,7,62.7
13728,2022,5,26,7,64.3
13729,2022,5,26,7,60.6
13730,2022,5,26,6,62.6
13731,2022,5,26,9,60.6
13732,2022,5,26,8,67.7
13733,2022,5,26,13,83
13734,2022,5,26,10,70.6
13735,2022,5,26,8,63.2
13736,2022,5,26,8,64.1
13737,2022,5,26,4,38.5
13738,2022,5,27,9,60.5
13739,2022,5,27,9,74.2
13740,2022,5,27,9,61.3
13741,2022,5,27,7,65.8
13742,2022,5,27,7,65.5
13743,2022,5,27,8,61
13744,2022,5,27,10,60.5
13745,2022,5,27,9,70.8
13746,2022,5,27,8,60.2
13747,2022,5,27,8,62.5
13748,2022,5,27,7,62.4
13749,2022,5,27,8,63.6
13750,2022,5,27,7,60.6
13751,2022,5,27,9,67.2
13752,2022,5,27,8,70.5
13753,2022,5,27,8,64.8
13754,2022,5,27,9,64.2
13755,2022,5,27,9,64
13756,2022,5,27,7,61.7
13757,2022,5,27,10,62.4
13758,2022,5,27,10,63.5
13759,2022,5,28,8,62.6
13760,2022,5,28,9,63.4
13761,2022,5,28,7,62.3
13762,2022,5,28,8,64.9
13763,2022,5,28,10,73.6
13764,2022,5,28,8,68.7
13765,2022,5,28,10,78.1
13766,2022,5,28,9,69.9
13767,2022,5,25,9,65
13768,2022,5,25,7,60.9
13769,2022,5,25,8,62.1
13770,2022,5,25,8,61
13771,2022,5,25,9,60.6
13772,2022,5,25,8,62.9
13773,2022,5,25,10,63.9
13774,2022,5,25,9,64.3
13775,2022,5,25,4,39.5
13776,2022,5,26,9,63.9
13777,2022,5,26,9,64.4
13778,2022,5,26,9,68.1
13779,2022,5,26,8,61.1
13780,2022,5,26,10,67
13781,2022,5,26,9,63.2
13782,2022,5,26,8,62.1
13783,2022,5,26,8,63.6
13784,2022,5,26,11,72.5
13785,2022,5,26,7,64
13786,2022,5,27,7,60.1
13787,2022,5,27,8,61.2
13788,2022,5,27,7,60
13789,2022,5,27,7,60.5
13790,2022,5,27,7,62.2
13791,2022,5,27,8,60.2
13792,2022,5,27,8,63.4
13793,2022,5,27,7,62
13794,2022,5,27,7,60.4
13795,2022,5,27,4,39.9
13796,2022,5,27,4,39.3
13797,2022,5,27,4,38.9
13798,2022,5,27,6,61.6
13799,2022,5,27,7,60.9
13800,2022,5,25,8,61.9
13801,2022,5,25,9,61
13802,2022,5,25,8,62.4
13803,2022,5,25,9,60.8
13804,2022,5,25,10,66.6
13805,2022,5,25,7,60.1
13806,2022,5,25,9,63.3
13807,2022,5,25,8,60.1
13808,2022,5,25,10,75.4
13809,2022,5,25,12,82.8
13810,2022,5,25,7,62.1
13811,2022,5,25,6,60.2
13812,2022,5,25,9,62.1
13813,2022,5,25,8,67.2
13814,2022,5,25,9,64
13815,2022,5,25,7,63
13816,2022,5,25,14,82.5
13817,2022,5,25,6,60.7
13818,2022,5,25,8,67
13819,2022,5,25,10,66.8
13820,2022,5,25,7,61.2
13821,2022,5,25,9,68
13822,2022,5,25,9,63.5
13823,2022,5,25,6,64.6
13824,2022,5,25,9,73.2
13825,2022,5,25,9,70.6
13826,2022,5,25,9,74.5
13827,2022,5,25,10,70.2
13828,2022,5,25,9,67.1
13829,2022,5,25,9,64.6
13830,2022,5,25,9,67.2
13831,2022,5,25,7,65.6
13832,2022,5,25,8,60.4
13833,2022,5,25,8,60.2
13834,2022,5,25,9,63.9
13835,2022,5,25,10,62.6
13836,2022,5,25,9,67.8
13837,2022,5,25,7,64.1
13838,2022,5,25,8,60.5
13839,2022,5,25,7,63.6
13840,2022,5,25,8,62.1
13841,2022,5,25,9,64.8
13842,2022,5,25,8,67.1
13843,2022,5,25,11,66.5
13844,2022,5,25,8,63.7
13845,2022,5,25,9,60.5
13846,2022,5,25,8,66
13847,2022,5,25,8,61.5
13848,2022,5,25,4,39
13849,2022,5,25,4,39.1
13850,2022,5,25,4,39
13851,2022,5,25,3,36.1
13852,2022,5,25,5,39.7
13853,2022,5,25,3,38.9
13854,2022,5,25,4,36.7
13855,2022,5,25,4,39.2
13856,2022,5,25,4,39.7
13857,2022,5,25,4,39.6
13858,2022,5,25,4,39.5
13859,2022,5,25,3,35.3
13860,2022,5,25,4,38.1
13861,2022,5,25,4,38.5
13862,2022,5,25,7,61.7
13863,2022,5,26,8,60.5
13864,2022,5,26,8,62.1
13865,2022,5,26,7,61.5
13866,2022,5,26,11,73.2
13867,2022,5,13,5,44.8
13868,2022,5,13,4,41.6
13869,2022,5,13,6,56.9
13870,2022,5,13,4,45.7
13871,2022,5,13,4,47.4
13872,2022,5,13,4,42
13873,2022,5,13,6,51.2
13874,2022,5,13,6,47.3
13875,2022,5,13,6,51.9
13876,2022,5,13,6,54.8
13877,2022,5,13,6,53.8
13878,2022,5,13,4,41.8
13879,2022,5,13,4,40.6
13880,2022,5,13,5,47
13881,2022,5,13,5,49.9
13882,2022,5,13,5,46.6
13883,2022,5,13,4,42.4
13884,2022,5,13,5,49.1
13885,2022,5,13,4,41.6
13886,2022,5,13,7,60.7
13887,2022,5,13,4,39.9
13888,2022,5,13,4,39.4
13889,2022,5,13,4,37.9
13890,2022,5,13,4,39.7
13891,2022,5,13,4,39
13892,2022,5,13,4,39.9
13893,2022,5,13,5,45.5
13894,2022,5,13,4,44
13895,2022,5,13,4,41
13896,2022,5,13,10,62.4
13897,2022,5,13,5,48
13898,2022,5,13,4,42.9
13899,2022,5,19,8,65.9
13900,2022,5,19,6,48.2
13901,2022,5,19,6,56.3
13902,2022,5,19,5,51.7
13903,2022,5,19,5,48
13904,2022,5,19,4,40.8
13905,2022,5,19,5,51.7
13906,2022,5,19,4,42.5
13907,2022,5,19,9,61.1
13908,2022,5,19,4,42.1
13909,2022,5,19,4,44.1
13910,2022,5,19,9,73.4
13911,2022,5,19,5,51.4
13912,2022,5,19,8,51.1
13913,2022,5,19,14,83.1
13914,2022,5,19,5,52.6
13915,2022,5,19,7,57.2
13916,2022,5,19,6,44.2
13917,2022,5,19,5,48.2
13918,2022,5,13,4,42.5
13919,2022,5,13,5,54.1
13920,2022,5,13,6,51.2
13921,2022,5,13,4,41.5
13922,2022,5,13,6,57.5
13923,2022,5,13,7,55.8
13924,2022,5,13,4,42.1
13925,2022,5,13,7,61.6
13926,2022,5,23,7,58.6
13927,2022,5,23,4,39.9
13928,2022,5,23,4,39.1
13929,2022,5,22,4,39.6
13930,2022,5,22,3,38.5
13931,2022,5,22,4,39.7
13932,2022,5,22,4,39.6
13933,2022,5,23,6,52.5
13934,2022,5,23,6,54.3
13935,2022,5,23,4,40
13936,2022,5,23,10,70.1
13937,2022,5,23,4,40.9
13938,2022,5,23,7,56.5
13939,2022,5,23,4,41
13940,2022,5,23,5,45
13941,2022,5,23,7,61.5
13942,2022,5,23,4,40.8
13943,2022,5,23,4,42.9
13944,2022,5,23,7,59.5
13945,2022,5,23,4,40.4
13946,2022,5,23,7,57
13947,2022,5,23,5,45.9
13948,2022,5,23,4,40.1
13949,2022,5,23,4,42.3
13950,2022,5,23,5,49.6
13951,2022,5,23,7,55.7
13952,2022,5,23,8,60.5
13953,2022,5,23,4,42.3
13954,2022,5,23,4,44.3
13955,2022,5,22,5,52
13956,2022,5,22,5,52.4
13957,2022,5,22,6,53.9
13958,2022,5,23,7,59.6
13959,2022,5,22,7,67.4
13960,2022,5,22,8,63.1
13961,2022,5,22,8,65.4
13962,2022,5,22,5,51.3
13963,2022,5,22,10,74.5
13964,2022,5,22,10,73.5
13965,2022,5,22,4,41.8
13966,2022,5,22,5,49.7
13967,2022,5,13,4,41.1
13968,2022,5,13,4,42.7
13969,2022,5,13,4,40.5
13970,2022,5,13,4,41.2
13971,2022,5,13,5,50.1
13972,2022,5,13,4,42
13973,2022,5,13,7,55
13974,2022,5,23,5,38.9
13975,2022,5,23,4,39.4
13976,2022,5,23,4,39.2
13977,2022,5,13,5,50.1
13978,2022,5,13,7,57.4
13979,2022,5,13,4,41.2
13980,2022,5,13,6,54.9
13981,2022,5,13,5,47.3
13982,2022,5,13,4,44.8
13983,2022,5,13,5,46.4
13984,2022,5,13,5,45.9
13985,2022,5,13,4,41.6
13986,2022,5,13,7,62.9
13987,2022,5,13,4,42.4
13988,2022,5,13,4,40.8
13989,2022,5,13,4,43.2
13990,2022,5,13,5,47
13991,2022,5,13,4,42.3
13992,2022,5,13,5,47.2
13993,2022,5,13,4,43.6
13994,2022,5,13,6,53.7
13995,2022,5,13,4,43.9
13996,2022,5,13,4,40.1
13997,2022,5,13,4,41.4
13998,2022,5,13,7,57.7
13999,2022,5,13,6,51.1
14000,2022,5,13,8,57.7
14001,2022,5,13,7,51.4
14002,2022,5,13,5,49
14003,2022,5,13,5,47.2
14004,2022,5,13,6,50.7
14005,2022,5,13,4,41.1
14006,2022,5,13,7,64.1
14007,2022,5,13,4,47.4
14008,2022,5,13,5,45.5
14009,2022,5,13,8,61.4
14010,2022,5,13,4,41.7
14011,2022,5,13,5,51.3
14012,2022,5,13,5,45.3
14013,2022,5,13,5,45.9
14014,2022,5,13,4,45
14015,2022,5,13,5,53.8
14016,2022,5,13,5,48.7
14017,2022,5,13,6,48.9
14018,2022,5,13,6,51.3
14019,2022,5,13,4,42.9
14020,2022,5,13,4,44.9
14021,2022,5,13,4,46.8
14022,2022,5,13,6,51.6
14023,2022,5,13,4,48.1
14024,2022,5,22,8,65.5
14025,2022,5,22,4,45.5
14026,2022,5,23,4,41.4
14027,2022,5,23,6,53.4
14028,2022,5,23,5,47.8
14029,2022,5,23,8,63.6
14030,2022,5,23,7,55.7
14031,2022,5,23,8,53
14032,2022,5,23,5,49.9
14033,2022,5,23,8,67.3
14034,2022,5,23,6,48.6
14035,2022,5,23,4,41.3
14036,2022,5,23,5,53
14037,2022,5,22,3,30.4
14038,2022,5,22,4,34.4
14039,2022,5,22,4,41.8
14040,2022,5,22,4,40.6
14041,2022,5,22,4,42.4
14042,2022,5,22,4,42.4
14043,2022,5,22,4,41.4
14044,2022,5,22,4,41.5
14045,2022,5,22,6,51.2
14046,2022,5,22,7,59
14047,2022,5,22,4,40
14048,2022,5,22,5,53.5
14049,2022,5,22,4,42.8
14050,2022,5,22,4,42.7
14051,2022,5,22,4,41.3
14052,2022,5,22,5,48.1
14053,2022,5,22,7,56.6
14054,2022,5,22,9,64.1
14055,2022,5,22,12,76.6
14056,2022,5,22,7,59.6
14057,2022,5,22,10,77.6
14058,2022,5,22,5,43.8
14059,2022,5,22,5,53.7
14060,2022,5,22,4,41.5
14061,2022,5,22,4,43.9
14062,2022,5,22,4,41.2
14063,2022,5,22,7,58.5
14064,2022,5,22,7,63.1
14065,2022,5,22,4,42.7
14066,2022,5,22,5,45.4
14067,2022,5,24,8,57.5
14068,2022,5,24,8,70.9
14069,2022,5,24,8,66.3
14070,2022,5,24,5,52.5
14071,2022,5,24,7,51.4
14072,2022,5,24,5,48.4
14073,2022,5,24,7,57.6
14074,2022,5,24,4,43
14075,2022,5,24,7,65.2
14076,2022,5,24,7,52.1
14077,2022,5,24,7,53.7
14078,2022,5,24,8,61.9
14079,2022,5,24,5,52.6
14080,2022,5,24,5,53.5
14081,2022,5,24,5,47.5
14082,2022,5,24,4,40.4
14083,2022,5,24,8,61.9
14084,2022,5,24,9,63.9
14085,2022,5,24,8,61.5
14086,2022,5,24,7,53.5
14087,2022,5,24,6,51.4
14088,2022,5,24,4,41
14089,2022,5,24,6,58
14090,2022,5,24,8,68.5
14091,2022,5,24,9,63.4
14092,2022,5,24,5,47.5
14093,2022,5,24,7,57.7
14094,2022,5,23,7,53.3
14095,2022,5,23,5,52.4
14096,2022,5,23,7,65.9
14097,2022,5,23,8,58.6
14098,2022,5,23,4,44.4
14099,2022,5,23,8,55.9
14100,2022,5,23,7,55.3
14101,2022,5,23,6,52.1
14102,2022,5,23,4,46.6
14103,2022,5,23,6,58.3
14104,2022,5,23,4,41.3
14105,2022,5,23,4,40.6
14106,2022,5,23,4,41.4
14107,2022,5,23,4,43.6
14108,2022,5,24,6,50
14109,2022,5,24,5,49.5
14110,2022,5,24,6,51.8
14111,2022,5,24,4,41.5
14112,2022,5,24,6,56.5
14113,2022,5,24,6,49.3
14114,2022,5,24,7,51.9
14115,2022,5,24,5,46.5
14116,2022,5,12,7,56.8
14117,2022,5,12,4,43.7
14118,2022,5,12,5,43
14119,2022,5,12,5,50.8
14120,2022,5,12,5,46.2
14121,2022,5,12,7,54.4
14122,2022,5,12,4,40.3
14123,2022,5,12,4,42.3
14124,2022,5,12,5,48.7
14125,2022,5,12,5,50
14126,2022,5,12,4,41
14127,2022,5,12,4,40.2
14128,2022,5,12,5,45.6
14129,2022,5,12,7,57.1
14130,2022,5,12,7,50.9
14131,2022,5,12,6,51.2
14132,2022,5,12,5,43.5
14133,2022,5,12,4,44.2
14134,2022,5,12,4,43.9
14135,2022,5,12,4,42.5
14136,2022,5,12,5,49.7
14137,2022,5,12,4,42.4
14138,2022,5,12,5,47
14139,2022,5,12,9,69.9
14140,2022,5,12,8,53.7
14141,2022,5,12,5,46.4
14142,2022,5,12,4,43.3
14143,2022,5,12,5,54.5
14144,2022,5,12,5,46.5
14145,2022,5,12,4,40
14146,2022,5,12,5,49.5
